4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
4	0	0	0	0	0	0	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
4	0	0	0	0	0	0	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
4	0	0	0	0	0	0	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
4	0	0	0	0	0	4	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
4	0	0	0	0	0	4	0	0	0	3	3	3	0	0	0	4	4	4	4	4	4	4	4	4	0	0	0	0	4
4	0	0	0	0	0	4	0	0	0	3	3	3	0	0	0	4	4	4	4	4	4	4	4	4	0	0	0	0	4
4	4	4	4	4	4	4	0	0	0	3	K	3	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	4
4	4	4	4	4	4	4	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0	0	4	4	4	0	0	0	4
4	0	0	0	0	0	0	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0	0	4	4	4	0	0	0	4
4	0	0	0	0	0	0	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0	0	4	4	4	0	0	0	4
4	0	0	0	0	0	0	0	0	0	3	3	3	3	0	0	3	3	3	3	0	0	0	4	4	0	0	0	0	4
4	0	0	0	0	0	0	0	0	0	3	3	3	3	0	0	3	3	3	3	0	0	0	4	4	0	0	0	0	4
4	0	0	0	0	0	0	0	0	0	3	3	3	3	0	0	3	3	3	3	0	0	0	4	4	0	0	0	0	4
4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	3	3	3	0	0	0	4	4	0	0	0	4	4
4	0	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	3	3	3	0	0	0	4	4	0	0	0	4	4
4	0	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	3	k	3	0	0	0	4	4	0	0	0	0	4
4	0	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	3	3	3	0	0	0	4	4	0	0	0	0	4
4	4	4	4	4	4	0	2	0	0	0	0	4	0	0	0	0	3	3	3	3	3	3	3	3	3	0	0	3	4
4	0	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	3	3	3	3	3	r	3	3	3	0	0	3	4
4	0	0	0	0	4	0	0	0	0	4	4	4	4	0	0	0	3	3	3	3	3	3	3	3	3	0	0	3	4
4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	3	3	0	0	0	4	4	0	0	0	0	4
4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	3	3	0	0	0	4	4	0	0	0	0	4
4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	3	3	0	0	0	4	4	0	0	0	0	4
4	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	3	3	3	0	0	0	4	4	0	0	0	0	4
4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	3	3	0	0	0	4	4	0	0	0	0	4
4	0	0	0	4	4	4	4	4	4	4	0	0	0	0	0	0	3	3	3	0	0	0	4	4	0	0	0	0	4
4	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	3	3	3	0	0	0	4	4	0	0	0	0	4
4	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	3	3	3	0	0	0	4	4	4	0	0	0	4
4	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	3	3	3	0	0	0	4	4	4	0	0	0	4
4	0	0	0	4	0	0	0	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	4	4	0	0	0	0	4
4	0	0	0	4	0	0	0	3	3	3	3	3	3	3	r	3	3	3	3	0	0	0	4	4	0	0	0	0	4
4	0	0	0	4	0	0	0	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	4	4	0	0	0	0	4
4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	4
4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	4
4	0	0	0	0	0	0	0	3	3	3	4	4	4	4	4	4	4	4	0	0	0	4	4	4	0	0	0	4	4
4	0	0	0	0	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4
4	0	0	0	0	0	0	0	3	R	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
4	0	0	0	0	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
